"","grades","points","logicvec","empty","points2","diff","V7"
"row 50","B",7.14144966476345,"FALSE",NA,14.2828993295269,7.14144966476345,-0.340351236690788
"row 51","C",3.85907614736286,"TRUE",NA,7.71815229472571,3.85907614736286,0.0625490493142393
"row 52","D",8.96284537784283,"FALSE",NA,17.9256907556857,8.96284537784283,1.07105852541357
"row 53","E",14.8357733639618,"TRUE",NA,29.6715467279236,14.8357733639618,-2.43576370005733
"row 54","F",9.49160577864315,"FALSE",NA,18.9832115572863,9.49160577864315,-1.52680083541673
"row 55","A",7.91805971053391,"TRUE",NA,15.8361194210678,7.91805971053391,0.623832568956367
"row 56","B",8.21344299713608,"FALSE",NA,16.4268859942722,8.21344299713608,-0.612632541999874
"row 57","C",10.3513426644528,"TRUE",NA,20.7026853289056,10.3513426644528,-1.04929013817242
"row 58","D",6.39437295090125,"FALSE",NA,12.7887459018025,6.39437295090125,-0.350209312158671
"row 59","E",4.94703073773489,"TRUE",NA,9.89406147546979,4.94703073773489,1.28861123996851
"row 60","F",9.05655208139073,"FALSE",NA,18.1131041627815,9.05655208139073,0.456087638359357
"61","1",1,"1",1,1,1,1
